method,ord,FOMh2,ilh2,rilh2,lh2,rlh2,iqh2,riqh2,qh2,rqh2,FOMhinf,ilhinf,rilhinf,lhinf,rlhinf,iqhinf,riqhinf,qhinf,rqhinf
FrequencyPHDMD,2,0.36462151105294727,0.32382285285875445,0.8881068259621457,0.32916723386062713,0.9027641647089445,0.32238336792777583,0.8841589378443502,0.32391845207824327,0.8883690135089329,0.46825186131639507,0.4508451618598048,0.9628262033862398,0.4648460162878169,0.9927264677197367,0.40800874548182636,0.8713446313588431,0.4125957604872426,0.8811406735838986
FrequencyPHDMD,3,0.36462151105294727,0.3348101408712067,0.9182402319170587,0.3633523114208624,0.9965191312261865,0.33070430563792175,0.906979691579139,0.3357048876913266,0.9206941376604036,0.46825186131639507,0.6002570889212921,1.2819107375970513,0.8210333598525961,1.7534011665098936,0.4087640448624322,0.8729576508532716,0.41586107850695864,0.8881140959863985
FrequencyPHDMD,4,0.36462151105294727,0.26007783938301243,0.7132816674253926,0.2992133113858534,0.8206134369905679,0.30738603422091176,0.8430277010625293,0.3095913070366201,0.8490758160224503,0.46825186131639507,0.37733345724204775,0.805834398994702,0.580520493800742,1.2397612092106296,0.3739557744395066,0.7986210100440516,0.3730799782529533,0.7967506572298819
FrequencyPHDMD,5,0.36462151105294727,0.26093944282776493,0.715644675143353,0.25824782986513223,0.7082627383101148,0.3052915018167701,0.837283299427823,0.3072559641962694,0.842670974921313,0.46825186131639507,0.39328167950354476,0.8398934675836912,0.37746790257733276,0.8061215208331652,0.3750664926084505,0.8009930629085534,0.374667216045268,0.8001403667504218
FrequencyPHDMD,6,0.36462151105294727,0.24330628530761317,0.6672845071729251,0.22031039600372032,0.6042166721527538,0.29192931152800505,0.8006365578513922,0.2932288507901501,0.8042006351829579,0.46825186131639507,0.3632195879530354,0.7756927798042644,0.36936909921533295,0.7888256934567792,0.37115417381182086,0.7926379038161134,0.371001509420715,0.7923118733104864
FrequencyPHDMD,7,0.36462151105294727,0.2314666158569106,0.63481338549798,0.22164143780245832,0.6078671473945854,0.2882954894476554,0.7906705466035753,0.28941425053559583,0.7937388271466231,0.46825186131639507,0.39523727271518067,0.8440698379800377,0.37611877785851094,0.8032403262661452,0.36780162287695334,0.7854781865531805,0.3673684761684101,0.7845531572167769
FrequencyPHDMD,8,0.36462151105294727,0.2164627171258161,0.5936641436779719,0.18808585670315123,0.5158386189558601,0.27481604048108804,0.7537022149008141,0.27570568871805207,0.7561421374231988,0.46825186131639507,0.3564047229990926,0.7611389349251769,0.3710190514596274,0.7923493361384247,0.3693593790889791,0.7888049351274337,0.3694362631068949,0.788969128853647
FrequencyPHDMD,9,0.36462151105294727,0.2032320924774109,0.5573782300734836,0.19517345421767038,0.5352768509297547,0.2758593482622312,0.7565635594718744,0.276938324347747,0.7595227268627395,0.46825186131639507,0.4108426640809073,0.8773967559379402,0.3904359289482504,0.8338160746454248,0.3743851897627135,0.7995380706233726,0.3747761178040529,0.8003729376546329
FrequencyPHDMD,10,0.36462151105294727,0.1966131661400848,0.5392253615874416,0.18866787595312393,0.5174348474622145,0.2739485100349649,0.7513229519669903,0.27508757135722717,0.7544469073227039,0.46825186131639507,0.3803165424360303,0.812205084175955,0.3651509087453663,0.7798173139532615,0.36226775279068546,0.7736600379382224,0.36243274011845217,0.7740123853422517
