ord,l_time,q_time,FOMh2,PHIRKAh2,rPHIRKAh2,lh2,rlh2,qh2,rqh2,FOMhinf,PHIRKAhinf,rPHIRKAhinf,lhinf,rlhinf,qhinf,rqhinf
2,0.0008010864257812,0.0054388046264648,0.3646215110529472,0.2972667624882422,0.8152748904742365,0.3648595779058467,1.0006529149972858,0.364715073565124,1.0002566017345125,0.468251861316395,0.4689521224265355,1.0014954796082856,0.4682596290818492,1.0000165888618835,0.4682522628428875,1.0000008575011134
3,0.0009336471557617,0.0060360431671142,0.3646215110529472,0.285777870479393,0.783765800471094,0.3649011352071284,1.0007668888030594,0.3647329362652916,1.0003055914392502,0.468251861316395,0.3796582798508949,0.8107992967365101,0.4682567727621955,1.000010488897549,0.4682501116259375,0.9999962633561078
4,0.0010478496551513,0.0059020519256591,0.3646215110529472,0.1982447215011259,0.5437000162953592,0.3648840188202406,1.0007199459146972,0.3647260821249292,1.000286793479847,0.468251861316395,0.2612455019865129,0.5579166332667087,0.4682564663443345,1.0000098345106978,0.4682501438988213,0.99999633227817
5,0.0010962486267089,0.005950927734375,0.3646215110529472,0.1986071317163335,0.5446939516618191,0.3648707435124408,1.0006835374544245,0.3647201499219226,1.0002705239981329,0.468251861316395,0.2589823198791774,0.553083375154348,0.468255151884326,1.0000070273461843,0.4682492741594078,0.9999944748602176
6,0.0014204978942871,0.006089448928833,0.3646215110529472,0.1833292912993431,0.5027934056055228,0.3648704735493356,1.0006827970617242,0.36472108596453,1.0002730911604616,0.468251861316395,0.250286340111831,0.534512216156924,0.4682551002633001,1.0000069171041752,0.4682494862065359,0.999994927708664
7,0.0012214183807373,0.0062556266784667,0.3646215110529472,0.168761404715822,0.4628399576000768,0.3648705953740932,1.0006831311746436,0.3647246618058984,1.0002828981555514,0.468251861316395,0.2343490135909393,0.5004764165424023,0.4682550914537177,1.0000068982904062,0.4682503627460431,0.999996799648916
8,0.0013587474822998,0.0066502094268798,0.3646215110529472,0.1250902880915451,0.3430688653840298,0.3648704806848091,1.0006828166312594,0.3647240442363532,1.0002812044278735,0.468251861316395,0.1711075681101856,0.3654178066247327,0.468255092988118,1.000006901567276,0.4682504532574467,0.9999969929453256
9,0.0015151500701904,0.0066392421722412,0.3646215110529472,0.1231157692293788,0.3376536092833563,0.3648701421376356,1.000681888141954,0.364721253415201,1.0002735504056404,0.468251861316395,0.1699079479879347,0.3628558944971901,0.4682551060749164,1.0000069295154796,0.4682503304759619,0.9999967307328392
10,0.0016601085662841,0.0071620941162109,0.3646215110529472,0.0883333947635015,0.2422605142203871,0.3648698856402051,1.0006811846798085,0.364719901727095,1.0002698433064567,0.468251861316395,0.1348943706196807,0.2880807995945869,0.4682551203956586,1.0000069600988972,0.4682503462924673,0.9999967645106128
11,0.0017774105072021,0.0068318843841552,0.3646215110529472,0.0815081338854508,0.2235417588229317,0.3648697189689879,1.0006807275723362,0.3647209439496077,1.000272701674603,0.468251861316395,0.1270427775009816,0.2713129151133039,0.4682551234823503,1.0000069666908449,0.4682502669359477,0.9999965950366052
12,0.0019185543060302,0.0071969032287597,0.3646215110529472,0.0625154069723505,0.1714528766879928,0.3648696166416861,1.000680446932553,0.3649160320566859,1.0008077444550325,0.468251861316395,0.0996712238511752,0.2128581476878058,0.468255258476234,1.0000072549841648,0.4682880636585838,1.000077313824417
13,0.0022890567779541,0.0073165893554687,0.3646215110529472,0.056604180595739,0.1552409248491086,0.3649650672445012,1.0009422268877164,0.3585315295650104,0.9832977997640612,0.468251861316395,0.0916857843083884,0.1958044204045072,0.4683730205527438,1.0002587480079803,0.4657839591907072,0.9947295412371672
14,0.0022189617156982,0.0079987049102783,0.3646215110529472,0.0454835007135495,0.1247416823604376,0.3760970506617801,1.0314724701120732,2.4530161244833133,6.72756831433104,0.468251861316395,0.073700990132147,0.1573960430716744,0.4767063808476335,1.018055495833952,2.7605778942691845,5.895497962375163
15,0.0025718212127685,0.0378704071044921,0.3646215110529472,0.0410207672917832,0.112502323774931,0.4531557652823598,1.242811385356133,1.391650343391975,3.816698415222932,0.468251861316395,0.0672191185183922,0.1435533397121356,0.5417150581104782,1.1568882109460414,2.166876778645568,4.627588179903511
16,0.0026571750640869,0.0082743167877197,0.3646215110529472,0.0348463215178984,0.0955684743263496,0.3650703832831647,1.0012310634907997,2.3577562594416936,6.466311470853732,0.468251861316395,0.0571377426615825,0.1220235249059158,0.4679621912597081,0.9993813798072844,2.618618513312859,5.592329106714375
17,0.004328966140747,0.0083069801330566,0.3646215110529472,0.0295452817790046,0.0810300020250706,0.3715207205175692,1.018921564568965,1.6951087481352916,4.648954317698339,0.468251861316395,0.0483439462869424,0.1032434684851721,0.4731944700001476,1.0105554490907038,1.8536363250249857,3.958630980801365
18,0.0029511451721191,0.0083742141723632,0.3646215110529472,0.0247486247788544,0.0678748346672851,0.391431156155178,1.0735273270762613,2.791425975359084,7.655681002741872,0.468251861316395,0.0406034935705129,0.0867129357614606,0.4609211708393858,0.984344556674264,2.574328005451885,5.497742172801373
19,0.0037002563476562,0.008692979812622,0.3646215110529472,0.0206133290186681,0.0565334967735208,0.3674156870871274,1.0076632232314304,0.4831764541460414,1.3251452245665192,0.468251861316395,0.0334706699466873,0.0714800574472707,0.4664115418939003,0.996069808633924,0.5414134934052953,1.1562441885083408
20,0.003218650817871,0.0085458755493164,0.3646215110529472,0.0167808743993837,0.0460227218929685,0.3701331678856159,1.015116104414005,1.233701970420606,3.383513953573239,0.468251861316395,0.0273024710510399,0.0583072344320952,,,1.4932907256001544,3.1890758990302155
